SubString Matches,Exact Matches,Word
7,0,pung
20,0,sacre
19,0,mcdonald
11,0,aibu
48,0,lamer
59,1,thompson
1,0,guevon
1,0,scrota
1,0,helvetti
12,0,williamson
1,1,floozie
1,0,fozze
3,0,dealer
9,0,pult
8,0,hongo
11,0,saline
26,0,urine
238,0,lick
65,0,noir
22,0,aids
52,0,bubby
1,0,retarded
745,0,opi
6,0,noia
2,0,transu
979,1,opp
3,0,puno
2,0,whitehorse
1,0,saskatoon
353,0,punk
442,0,colo
3,0,troxa
8,0,purk
1122,0,cole
809,0,cola
2,1,aieki
2,0,transe
1,0,bronha
3,0,viini
3,0,steroide
70,0,coke
12,0,gisela
2710,0,ort
587,0,pupp
14,0,superior
1,0,saucisse
43,1,salina
3,0,viina
74,0,pute
111,0,cono
1367,0,osi
2807,0,osh
28,0,puta
12,0,chucha
25,0,puss
1,0,pusu
22,0,chucho
29,0,weston
1310,0,ote
115,1,liga
93,0,wife
5,0,pusa
120,0,cona
67,0,disneyland
8,0,puro
24,0,messe
4,1,payson
1,0,cachetes
2,0,albany
4,0,fatality
1,0,burrinha
1,0,pimel
90,0,coon
174,0,noob
14,1,puto
10,0,putz
99,0,coro
47,0,blok
64,0,blog
6,0,drug
44,0,blow
193,0,orto
112,0,torres
13,0,blubbe
5,0,britches
29,0,wimp
725,0,link
6,0,coker
8,0,florence
1,0,salida
163,0,linn
3,0,ouvre
1,0,salido
2,0,pueblo
1,1,mosses
1,0,puebla
13,0,yoro
18,0,wila
8,0,pinche
51,0,palmer
16,0,ak47
84,0,nove
26,0,assassin
1,0,hirnlos
9,1,soriano
31,0,coup
1,0,condm
22,0,omaha
20,0,ridde
71,0,wine
3,1,blvd
4,0,sopro
7,0,faulkner
6,0,toxico
9,0,guinnes
1,1,kitchener
210,0,lips
5,0,coxa
2,0,dearborn
14,0,broadway
37,0,aitr
51,0,miami
4,0,conar
92,0,sanchez
1057,0,pal
2276,1,pat
809,0,pas
1583,0,pau
9,0,noya
5,0,perico
3,0,rockford
4,0,saget
20,0,fatal
7,0,pcf
23,0,araya
8,0,hilling
13,0,trinidad
41,0,pcp
1090,0,live
6,0,rampe
9,0,alberta
74,0,layton
122,0,ramos
3,0,motel
993,0,pee
1,0,putah
1819,0,pet
190,0,ingle
1,0,period
3,0,spearm
1,0,mamucha
1,0,dekalb
76,1,medina
11,0,winchester
1,0,veado
4,0,omame
3,0,rapped
61,0,gilbert
2,0,pyjamas
1,0,hacken
59,0,tempe
1820,0,pic
1,0,kokomo
689,0,pig
2,0,gugle
758,0,pil
774,0,pik
1579,0,pir
324,0,pis
1,0,wichser
1,0,fondle
1,0,libber
2,0,nonce
1,0,privates
4,1,gostoso
2,0,locate
52,0,kimberly
4,0,hentai
119,0,oshe
1,1,schnalle
1,0,purken
7,0,botch
4,0,choncho
10,0,gringo
44,0,ajax
6,0,shawnee
1,0,ñonga
1,0,shadha
15,0,pms
49,0,lawrence
6,0,bible
19,0,png
1,0,noventa
6,0,cherokee
276,0,pod
1,0,shibaku
214,0,pom
1573,0,poo
879,0,pot
682,0,pos
7,0,parrish
98,1,marion
1,0,munford
12,0,hetro
29,0,slider
613,0,smith
7,0,antares
1,0,pqp
16,0,fatty
8,0,burley
2,0,joden
1,0,terrebonne
10,0,jodes
21,0,prk
1,0,kuppa
4,0,asesino
6,0,prw
512,0,freak
19,0,ganja
339,1,psy
1,0,tarija
3,0,nenita
10,0,marika
3,0,pushi
1,0,esperma
8,1,fatso
268,0,pud
81,0,pue
305,0,pul
242,0,ossi
341,0,pus
2,0,marido
145,0,conne
4,0,pedal
9,0,ta_g
2,0,paxson
4,0,calzon
13,0,maries
19,0,pwd
5,0,sagat
3,0,villalobos
7,0,bibel
70,0,foster
1,0,fiken
2,0,pusse
1,0,pussi
4,0,pussy
13,0,eighty
29,0,daphne
326,0,taco
1,0,estupida
7,0,soper
12,0,thirteen
1,0,schwul
72,0,teman
1,0,npva
7,0,marica
1,0,ekwok
1,0,pompier
294,0,cooper
2,0,tweeter
45,0,account
5,1,ashland
7,0,videos
4,0,ralls
351,0,prime
34,0,prima
5,0,utting
12,0,route
4,0,tonline
5,1,kamera
16,0,chapar
2,0,mucks
1,0,ekstasy
1,0,milford
31,0,pistol
2,0,arkansas
93,0,alonso
2,0,modesto
12,0,chinese
3,0,tété
5,0,s&m
256,0,tant
1,0,nantucket
9,0,pecho
22,0,junkie
7,0,idiot
1,0,kjønn
1,0,safel
18,0,toledo
1,0,stadium
2,0,revolver
68,0,tapa
11,0,hoots
30,0,ossan
1,1,nauvoo
14,0,epcot
4,0,anvik
9,1,calvert
1,0,rectal
3,0,adress
1,0,ridgeway
220,0,tart
119,0,tarm
249,0,tard
375,1,tara
85,0,harvey
1,0,befend
1,1,laconia
4,0,drown
19,0,linden
103,0,reyes
296,0,tata
2,0,creampie
3,0,position
1,0,blanes
1,0,nanaimo
1,0,taré
1,1,maconha
4,1,ifone
2,0,bosat
195,0,ville
3,0,irvine
1,0,hooters
14,0,grimes
5,0,khab
4,0,morir
4,0,pickering
5,0,s2r
1,1,ijueputa
2,0,shonto
2,0,illinois
5,0,balling
1,0,inepto
30,0,khat
3,0,rouba
2,0,serec
8,0,hermana
1,0,wittmann
1,0,moriman
16,0,jeba
101,0,doggy
6,0,klutz
16,0,hermano
23,0,kills
3,0,squaw
2,0,charleston
2,0,meeker
17,0,moron
591,0,gamin
1,1,chupete
4,1,herndon
49,0,indiana
5,0,morra
62,0,bossa
10,0,prick
5,0,cartagena
54,1,hernandez
40,0,arabi
93,0,arabe
6,0,bosta
1,0,somerton
1,0,erguss
22,0,budda
2,0,purke
1,0,biach
1,0,commy
1,0,birmingham
66,1,finger
3,0,fayette
1,0,pignouf
2,0,nolic
40,0,morro
13,0,commi
2,0,emelle
1,0,mnsg
2,0,elmira
11,0,sanford
5,0,winslow
1,1,villarrica
8,0,magdalena
11,0,greengo
2,0,welland
14,0,piola
1,0,salops
71,0,maine
1,0,cochonne
5,0,hernando
1,0,perdedora
2,1,salomé
73,0,stevens
2,0,sangria
2,0,viols
5,0,hoser
4,0,cagam
29,0,pocho
1,0,cagar
1,0,cagas
43,1,viola
3150,0,rat
2396,0,ras
697,0,rau
899,0,raw
3169,0,ray
10,0,rbv
10,1,belmont
1,1,scrubber
1,0,3ero
620,1,scott
117,0,morris
178,0,saint
76,0,photo
36,0,swing
2,0,schule
22,0,jerk
16,0,duby
59,0,duch
1577,0,rev
2,0,kusen
1,0,goyim
3,0,kuser
1,0,threesome
10,0,rifle
1,1,almeja
7,0,colero
6,0,.at
3,0,acuña
6,0,manchester
79,0,crap
2,0,perker
4,0,movil
80,0,.ca
68,0,.ch
45,0,.de
28,0,hairy
54,0,boca
88,0,bambi
1,0,tacna
18,0,.es
20,0,mobo
39,0,mamar
18,0,boaz
231,0,bobo
39,0,.fr
10,0,mods
1,0,missouri
82,0,.i.
53,0,bode
1,0,cuenca
1,1,pöllö
36,0,moca
10,0,postal
2375,0,rod
2,0,traste
45,0,boga
67,0,dumb
51,0,unchi
2,0,meggers
22,0,.is
10,0,mofo
37,0,dump
9,0,pisco
1,0,gnukke
272,0,cesar
6,0,bofe
12,0,boff
2,0,wiener
63,0,.l.
299,0,rpr
48,0,crip
2,0,acender
8,0,oxford
53,0,ferreira
21,0,boin
1,0,yarnell
1,0,djevel
20,0,mogo
1,0,impotent
22,0,boka
35,0,exta
122,0,moke
9,0,cleveland
3,0,retard
1,0,koroshi
13,1,dupa
146,0,vich
112,0,rtw
1126,0,rub
183,0,rua
1,0,tolleson
421,0,rue
911,0,rum
338,1,bomb
2,0,pirla
716,0,vier
1,0,cagna
4,0,boms
411,0,dust
35,0,duro
33,0,holland
1,0,pirulito
81,0,bola
6,0,injen
31,0,crop
7,0,orense
6,0,sniffer
215,0,boob
2,0,troyano
143,0,boos
49,0,bonk
1,0,ñoco
232,0,mona
2,0,spokane
62,0,bong
2,0,kurva
63,0,rodriguez
54,0,valentine
36,0,vigo
1,0,kurve
46,0,mouth
52,0,malle
1,0,sorca
2,0,kiosk
9,0,nooky
304,0,rye
2,0,xopi
3,0,kurwa
17,0,kike
417,0,kiki
14,0,crud
2,0,dojin
1,0,xope
7,0,kechi
4,0,imagen
58,0,kiin
71,0,phone
55,0,bennett
8,0,compton
7,0,.uk
8,0,hussein
113,0,mose
12,0,patters
47,0,moso
370,0,mort
1,0,lebanon
328,0,mora
158,1,mord
17,0,mork
95,0,moro
537,0,kill
1,0,ochoko
1,0,roflmao
296,0,cruz
1,0,goudou
3,0,cagem
169,0,vina
25,0,weirdo
6,0,xota
187,0,vine
1,0,kosciusko
261,0,moth
34,0,soria
84,0,kino
2,0,truja
51,0,mota
6,0,biddy
1,0,patife
29,0,cesso
6,0,cardozo
1,0,celular
1,0,.|.
544,0,sap
1,0,nikker
1103,0,sau
1079,0,viol
3,0,andouille
26,0,spunk
2,0,petrel
100,0,kiss
7,1,personal
4,0,abuse
657,0,see
52,0,montana
4,0,crummy
1,0,ramera
75,0,sex
4,0,whead
31,1,bozo
1,0,chincha
1,0,stront
277,0,kita
2,0,skeat
1,0,bouka
4,0,cooch
7,0,tallulah
7,0,princeton
7,0,ageman
210,0,sgu
1,0,flufi
248,0,franco
420,0,sht
1,0,maryland
1,0,diskotek
29,0,vinho
21,0,boule
2,0,babosa
5,0,xtasy
301,0,six
3,0,valium
4,0,tabac
2,0,damare
19,0,stroke
2,0,subba
14,0,vingt
17,0,skeet
1,0,mongis
4,0,ganza
2,1,hashish
26,0,eugene
288,0,crystal
227,0,smc
41,0,smb
29,0,smd
9,0,lmao
7,0,balas
18,0,cerda
11,0,cerdo
14,0,vinte
8,0,eureka
3,0,gantt
1,0,velázquez
1955,0,sol
9,0,taber
60,0,squirt
284,0,sot
1,0,senador
1,0,svarte
5,0,mammoth
9,0,mongol
543,0,spy
2,1,khayes
7,0,sheridan
115,0,murphy
1,0,pirar
2,0,hetero
2,0,syracuse
2,0,popish
1,0,brahma
6,0,ganso
2115,0,ames
3,0,moule
2,0,heroine
2,0,moula
31,0,inland
2,0,heroina
2127,0,sse
4,0,baltimore
198,0,delta
12,0,valenzuela
202,0,ssn
2379,0,110
65,0,guila
14,0,putin
59,0,yankee
192,0,std
3,0,ipone
3,0,kinky
224,0,pyro
5,1,mccomb
1,0,littleton
1,0,cooze
10,0,sevilla
903,0,sus
15,0,sux
1,0,kizzler
3,0,mierda
22,0,kebab
8,0,ugay
6,0,pollard
17,0,ostie
35,0,bicho
15,0,missile
42,1,beaver
19,0,sxc
15,0,oracle
3,0,stå
96,0,horne
1,0,quevedo
2,0,horny
1,0,marocain
3,0,makka
66,0,syf
29,0,gonzales
107,0,syt
59,0,gonzalez
3,0,fluss
1,0,twank
43,0,guido
1,0,anakonda
83,0,sack
1116,0,190
273,1,hade
49,0,saco
146,0,hack
1,0,bicchi
1,0,doigt
331,0,amor
3,0,fjoll
25,0,amok
7,0,racine
2,1,climax
1,0,cincuenta
8,0,bicha
1,0,whittier
3,0,bouze
105,0,sado
3,0,pingle
1,0,testes
11,0,garrido
5,0,bouse
3,0,tasker
2,1,gnukk
3690,0,tal
2005,0,tas
33,0,ugly
7,0,wraps
6,0,filet
27,0,auntie
2,0,berlioz
13,0,trujillo
67,0,balls
285,0,sain
21,0,ballz
58,0,balla
262,1,balle
1,0,pocatello
1,0,taavi
12,0,ugok
9,0,nimrod
2,1,mefisto
16,0,village
1,0,feminin
87,0,smooth
489,0,hale
89,0,half
2,0,drunk
1,0,renville
1,0,shaiba
1840,0,tel
2386,0,ten
9,0,corna
541,0,tet
171,0,hake
47,0,zengi
218,0,tez
4,0,anamia
93,0,willow
56,0,hanf
8,0,huevo
4,0,corno
212,0,salo
98,0,blood
163,0,thc
21,0,idot
278,0,sale
4,0,erogen
7,0,trusse
5,1,carrizo
2400,0,tie
9,0,zwei
1243,0,tit
2,0,loring
34,0,tonma
2,0,artemisa
378,0,harm
11,0,olympia
1,0,blotter
18,0,webster
708,0,hard
3,0,houck
7,0,garce
60,0,tweet
7,0,akron
4,0,xanga
1,0,tykki
19,0,romance
4,0,oviedo
82,0,hate
46,0,mckenzie
5,0,hasj
2,0,littlefield
2,0,bacardi
350,0,anal
1,0,nonante
149,0,tnt
150,0,hash
470,0,tod
993,0,tot
1,0,somnifero
33,0,morrison
1,0,twerk
73,0,willie
120,0,anfe
9,0,tonta
181,0,tonto
3,0,loveland
1,0,battere
1,0,norks
6,0,muñoz
4,0,tanana
14,1,peralta
12,1,canton
264,0,tub
373,0,tut
8,0,manko
606,0,anis
18,0,ctrl
507,0,warrior
534,0,two
42,0,latte
1,0,fisser
8,0,manky
5,0,picante
1,0,polack
25,0,txt
1,0,cucos
394,0,tyk
3,1,speedbal
7,0,campus
97,0,halle
585,0,anma
1,0,fiote
50,0,manne
6,0,ortos
2,0,bebota
419,0,house
1,0,páez
1,0,casada
66,0,teet
2,0,knoxville
6,1,sativa
15,0,teef
276,0,teen
58,0,jerome
65,0,watson
6,0,nahgr
12,0,ecchi
8,0,corto
1591,0,anti
16,0,keene
22,0,caine
2,0,frigg
928,0,anta
1,1,troncho
3,0,houma
133,0,tele
4,0,dacan
13,0,corpo
3,0,omeko
160,1,anus
40,0,domina
2,0,anchorage
18,0,flamer
33,0,udf
8,1,stoker
5,0,blackwater
5,0,sixteen
1,0,hanahan
9,0,lucifer
4,0,meridian
1,0,pettis
26,0,tonga
1,0,safado
100,0,cuba
8,0,stadt
29,0,cucu
1,0,cienfuegos
45,0,grass
52,0,chacha
26,0,chacho
194,0,brah
7,0,hotel
20,1,cuca
60,1,murray
4,0,tweets
1,0,latex
2,0,tolima
38,0,margaret
1,0,cretino
8,0,nagua
5,0,covington
21,0,aiken
18,0,barton
35,0,teta
35,0,grape
1,0,guelph
1,0,frijolero
8,0,mower
9,0,nude
13,0,injun
6,0,randolph
4,1,staat
1048,0,ump
1,0,hialeah
222,0,madison
225,0,harris
2208,0,uni
754,0,uno
2,0,stabs
1,1,riobamba
33,0,wagner
154,1,loca
49,0,stalk
179,0,loch
1,0,warnes
2,0,piruja
32,0,bande
419,0,brin
37,0,culo
26,0,enano
21,0,teze
1,0,pirula
7,0,banes
20,0,klab
3,0,schloss
5,0,porras
1,0,persereikä
5,0,cune
16,0,yuma
1223,0,usi
9,0,wogg
57,0,loge
39,0,mange
6,0,p911
12,0,chacon
46,0,clayton
98,0,ortiz
59,1,null
9,0,montgomery
27,1,loja
1,0,clanton
1,0,ubahn
2,0,he!!
2,0,wogs
3,0,maryjane
15,0,bowie
1,1,millbrook
29,0,scab
66,0,nute
104,0,ussel
345,0,uzi
22,0,cuss
13,0,klit
114,0,iffy
11,0,nagen
1,0,camote
152,1,seven
3,0,hueco
5,0,darkey
5,0,kenner
34,0,loob
2,0,cuun
1,0,hueca
1,0,goolie
110,0,nuts
104,0,scat
27,0,upite
6,0,sucre
4,0,nummer
11,0,marbles
6,0,inkei
18,0,nager
2,0,bennington
84,0,lote
12,0,peanuts
1,0,yopal
1,0,skritt
235,0,vag
85,0,vaj
2,0,darkie
3,0,lingeri
1,0,pissi
10,0,banta
4,0,salamanca
1,0,pipote
4,0,pissa
44,0,lort
5,0,nymph
3,0,rutland
2,0,yesco
8,0,bartlett
1,0,malambo
88,0,indian
3,0,garcía
2,0,shoshi
1,0,avondale
1,0,dyck
32,0,tomar
4,0,riverside
40,0,pisto
1,0,porros
1,0,poddi
8,0,dyed
2,0,jism
1,0,dokie
2,0,ragland
5,0,tepic
9,0,jiss
1,0,knark
42,0,handy
12,0,pepino
90,0,pierre
2,0,mexicali
6,0,okama
12,0,banger
122,0,shannon
11,0,dyes
4,0,minnesota
6,0,vjj
7,0,linares
1,0,trabuco
3,0,trasero
4,0,naughty
7,1,ledesma
3,0,mcmullen
1,0,stebbins
9,0,rumps
23,0,dyke
115,0,teste
11,0,jizz
27,0,samson
1,0,fairmont
2,0,scrw
1,1,titless
4,0,shadh
8,0,hummer
82,0,shady
1,0,barrios
1,0,gazonga
21,0,scum
1,0,pandero
34,0,simmons
5,0,guacho
1,0,huevos
15,0,shaft
1,0,vagabundo
2,0,tetas
1,1,penthouse
85,1,collins
1,0,manyak
1,0,melville
3,0,gatao
1,0,rabiat
15,0,shart
2,0,idiota
867,0,420
674,0,ester
3,0,boilermaker
11,0,naked
19,0,linko
9,0,jokke
2,0,trinta
17,0,pencil
36,0,shank
2,0,tjall
2,0,shoota
2,0,fairfield
1,0,jueputa
8,0,cordova
5,0,shoots
1,0,sarara
2,0,tryne
19,0,hammond
1,0,röv
5,0,grelo
2,0,samen
8,0,salcedo
1,0,vermouth
1,0,ducker
5,0,baren
1,0,røv
5,0,manchas
43,0,florida
104,1,rabo
1,0,veinti
1,0,veinte
1,0,sarame
10,0,enema
1,0,fodinha
125,0,griffin
1295,0,race
2,0,nosse
18,0,greer
187,0,wav
48,0,sambo
2,0,phalus
1,0,ебель
1,0,suicide
27,0,suger
176,1,gail
13,0,olivera
63,0,older
1,1,pissant
112,0,wey
6,0,shabu
28,0,rumpe
1584,0,monkey
21,0,gaki
78,0,rogers
1,0,psychedelic
143,0,raja
1,0,blackfoot
1,1,shaytana
221,0,sugar
296,1,raid
13,0,sdor
1,0,zacapa
1,0,drinks
8,0,viski
2,0,daego
1,0,couille
2,1,dweeb
12,0,mcleod
1,0,exciter
1,0,btch
9,0,barrow
115,0,ramp
1,1,eunuque
48,0,raps
43,0,virus
233,0,pickle
90,0,rape
28,1,prout
1,0,peipi
15,0,hamal
192,0,willy
8,0,sicks
1,1,borrachuzo
2,0,juneau
6,0,sicko
1,0,кокс
7,0,provo
174,0,terra
10,0,commanders
48,0,wog
47,0,gasa
3,0,riffel
1,0,diller
4,0,pareja
1,0,salod
5,0,carvajal
2,0,hobson
7,0,salop
6,0,salos
36,0,salot
4,1,venegas
1,0,raua
10,0,montero
23,0,jefferson
15,0,hoven
1,0,peito
12,0,barrie
10,0,platte
6,0,barrio
380,0,gato
19,1,nikolai
312,0,rata
2,0,quickie
19,0,skimo
91,0,gata
157,0,rass
7,0,geneva
20,0,wtf
84,0,wth
1,0,cucuy
9,0,essex
1,0,oppai
5,0,lisman
1,0,cortachurro
40,0,jenkins
2,0,brewton
7,0,limey
4,0,knep
127,0,trinity
3,0,sylvania
1,0,beastial
88,0,www
1,0,hopkinton
1,0,orleans
5,0,skita
1,0,yucca
27,0,sead
7,0,mujer
9,0,kniv
4,0,andrada
42,0,andrade
1,0,chitina
65,0,dillon
81,0,ukin
144,0,heck
8,0,grundy
1,0,fister
3,0,donoso
6,0,leighton
12,0,naida
1,0,shagma
109,0,mitchell
27,0,emale
475,0,hebe
1,0,comadre
2,0,belino
19,0,knob
59,0,seed
238,0,heel
32,0,email
3,0,acount
37,0,heeb
5,0,secs
6,0,joint
1,1,hinchapelotas
1,0,nebraska
1,0,piura
20,0,yahoo
79,0,sega
2,0,twerp
8,0,markham
2,0,groupie
1,0,nachas
55,0,knox
86,0,sein
47,0,seis
3,0,seio
104,0,heim
25,0,screw
50,1,hawaii
9,0,heii
1,0,grungy
4,0,pereyra
1428,0,hell
2,0,seks
4,0,heks
1,0,perolo
1,0,beever
3,0,bastidas
7,0,gasse
2,0,viril
10,0,depri
2,0,patagonia
11,1,tools
1,0,promp
34,1,salle
1,0,apellido
5,0,prono
3,0,bigot
1,0,located
2,0,sicco
1,1,brandywine
2,0,depot
37,0,salem
5,1,betancur
1,0,fremont
40,0,laval
72,0,seno
3,0,flange
61,0,seng
12,0,buco
4,0,skide
35,0,hamel
42,0,sept
1,0,skidt
90,0,smoke
2,0,milwaukee
4,0,cuder
6,0,scrog
8,0,uacho
2,0,geisha
66,0,anthem
4,0,favela
1,0,olancho
2,0,uache
1,0,mongoloid
36,0,muck
1,0,vierge
256,0,hest
270,0,sere
4,0,minger
8,0,bude
5,0,marana
32,0,buda
282,0,arab
75,0,buga
4,0,bufu
59,0,helena
219,0,muff
1,0,pervers
3,0,buey
53,0,sete
22,0,wrap
517,0,arce
5,0,tía
2,0,sexe
1,0,ketamin
13,0,conejo
15,0,kearney
5,0,taima
8,0,hewk
4,1,gaijin
4,0,mijar
3,1,cantwell
19,0,samsung
1,0,kattai
1,0,consolador
5,0,valverde
26,0,redneck
8,0,sexy
13,0,xtc
25,0,mobile
5,0,novia
32,0,taint
268,0,argo
3,0,sexi
3,0,novio
8,0,sext
1,0,sexo
5,0,doper
75,0,channel
16,0,cutter
59,0,camel
37,0,koff
2,0,bums
54,0,bump
71,0,mula
5,0,villalba
1458,0,ario
32,0,desha
22,0,munt
3,0,ivalee
36,0,bung
25,0,muna
14,1,loreto
103,0,xxt
26,0,jader
498,0,xxx
413,0,arne
32,0,koke
18,0,laurens
1,0,cobblers
2,0,twirp
73,0,musa
112,0,bush
1,0,maraba
28,0,tiet
18,0,luther
7,0,busu
3,0,twitt
1,1,mrdat
7,0,maraca
1,0,tøs
7,1,a.k.
11,0,koks
1,0,pechuga
8,0,fulton
6,0,kooh
18,0,bater
29,0,bates
1,0,gawal
39,0,kont
1,0,raclure
838,1,tige
93,0,kone
15,0,buta
1,0,pakuru
703,0,butt
43,0,powell
40,0,reside
2,1,krippe
183,0,arse
1,0,tihs
1,0,yakima
6,0,wiseman
28,0,kose
36,0,pelle
10,0,batar
15,0,pella
5,0,avenue
1,0,lofare
51,0,leche
13,0,batch
3,0,korh
2,0,surrey
6,0,scotch
5,0,stearns
3,0,cidra
13,0,mrcha
46,0,cuddle
34,0,chana
4,0,paring
41,0,carbon
8,0,slope
6,0,happa
1,0,webcam
150,0,adams
72,0,engin
11,1,bellamy
1,0,beaches
20,0,chaka
44,0,yid
47,0,chubby
47,0,neyba
167,0,torre
9,0,freakin
7,1,vernon
6,0,slore
1,0,crampe
11,0,tits
1,0,calceto
1,0,pikers
2,0,kives
195,0,titi
62,0,tiss
12,0,tisp
1,1,caganeira
29,0,chaco
1,0,fisse
5,0,koze
3,0,condon
11,0,adair
1,0,ritusi
72,0,asbo
6,0,hatton
9,0,hubbard
4,0,prairie
4,0,numpty
1,0,fodao
72,1,barry
4,0,winona
95,0,yob
4,0,killen
192,0,killer
1,0,firme
74,0,sweetie
1,0,cinglé
22,0,maras
15,0,popper
2,0,abuser
2,0,cagata
1,0,tallahassee
3,0,scranton
15,0,marde
1,0,poepen
8,0,playboy
9,0,scotland
176,0,waffle
1,0,medford
2,0,cachito
202,0,santa
1,0,monmou
34,0,calis
1,0,mojada
6,0,bloods
1047,1,maria
4,0,waverly
5,0,bloody
4,0,nueve
8,0,killed
9,0,toque
71,0,muppet
17,0,winky
6,0,incubus
10,1,siete
755,0,arian
1,0,dooch
31,1,marik
45,0,arica
21,1,granger
30,0,slinky
3,0,pelotas
11,0,markt
1,0,urubu
1,0,ritalin
1,0,carazo
9,0,nalga
1,0,barer
16,0,derby
2,0,bollinger
22,0,maroc
7,0,coronel
19,1,winston
1,0,suizid
2,0,fantasme
60,1,kaiser
1,0,bludgeon
3,0,morphin
2,0,pelas
1,0,yotsu
11,0,steamboat
1,0,windham
1,0,blaere
1,0,minete
8,0,faan
14,0,nakid
1,1,mississauga
733,0,assi
1,0,painis
384,0,assa
4,0,lebbe
2,0,cagado
3,0,escuela
7,0,nibar
1,0,dafuq
4,0,fack
1,0,carping
2,0,schweine
1,0,spritzer
1,0,жоп
665,0,face
1,0,titica
1,0,huila
61,0,ramirez
1,0,duplex
9,0,faen
322,0,zeb
1,0,lagrange
2,0,lusche
17,0,luque
1,0,fagt
3,0,airhead
1,0,egegik
1,0,fahg
20,0,shave
5,0,macedonia
1,0,reggin
15,0,navarro
23,0,vitch
146,0,sandy
2,0,decatur
18,1,kinsey
2,0,homewood
184,0,zip
6,0,doosh
1,0,needham
9,1,arisk
1,0,palomon
1,0,firro
2,0,tetta
66,0,falo
34,0,mendoza
25,0,carroll
3,0,sanpi
5,0,haole
2,0,carajo
1,0,6ez
2,1,bouddha
20,0,excel
1,0,fakk
61,1,fake
6,0,tubac
1,0,manuke
12,0,enfer
1,0,número
23,0,harmed
1,0,jabse
9,0,twhat
192,1,garcia
1,0,girardot
184,0,vincent
63,0,zob
7,0,teton
1,0,colored
24,1,lacker
4,0,greenfield
123,0,mateus
3,0,mateur
580,0,atch
114,0,texas
9,0,raleigh
159,0,fart
17,0,benton
1,0,jabsen
13,0,harms
25,0,fark
30,1,sidney
3,0,colonia
1,0,gilete
1,0,faqs
39,0,bjorn
4,0,hamaru
16,0,corona
15,0,fase
14,0,faso
3,0,fatale
30,0,favi
14,0,fava
13,0,yanki
14,0,beaner
9,1,maule
2,0,plymouth
1,0,saquê
7,0,hollins
3,0,pelado
5,1,concho
14,0,fawk
1,0,sageman
80,0,atka
3,0,concha
204,0,clone
2,0,6t9
5,0,college
90,0,shag
1,0,filiale
10,0,inran
1,0,asoko
7,1,dorky
387,0,kelly
1,0,burnout
9,0,polac
104,0,shat
1,0,chichita
30,0,unko
12,0,hoover
3,0,clodo
2,0,bordel
3,0,konnar
331,1,arley
3,0,fifteen
12,0,blunt
4,0,polen
29,0,malcolm
1,0,ríos
25,0,shet
9,0,shex
4,0,atmore
193,0,reet
1,0,longueuil
1,0,bettles
371,0,reed
30,0,aspen
1,0,weener
398,0,geek
1,0,penls
8,0,bimbo
1,0,limón
227,0,hayden
8,0,armee
54,0,shiz
74,0,shit
6,0,paterson
89,1,shiv
3,0,fitter
13,0,gejo
6,0,primrose
2,0,leiche
2,0,viacha
2,0,shlt
1,0,miembro
3,0,geil
4,0,feita
239,0,parker
8,0,whiskey
4,0,spastic
1,0,stricher
12,0,penna
2,1,masaya
74,0,cracker
5,0,totty
2,0,lexington
75,0,gena
1,0,nockers
940,0,violet
3,0,fitzpatrick
2,1,narkiss
202,0,cherry
4,1,cuite
6,0,epost
455,0,harry
75,0,lollipop
1,0,buraku
1,0,voyeur
1,0,sikari
56,0,elche
4,0,sheit
6,0,insider
2,0,addres
1,0,addictive
1,0,xunga
6,0,sheca
6,0,weenie
1,0,housewife
78,0,marshall
5,0,addiction
20,0,shty
5,0,enima
34,0,lube
25,0,duche
11,0,sheet
139,0,reto
5,0,nectar
27,0,puppet
7,0,gesu
33,0,luda
2,0,pupper
22,0,hollis
2,0,grifa
34,1,lugo
16,0,shyt
1,0,weenus
336,1,mater
1,0,mocoso
20,0,mates
9,0,maten
63,0,reus
3,0,tequila
1,1,cataño
1,0,srali
11,0,krek
61,0,echar
23,0,nance
3,0,kobito
4,0,megger
6,0,rezu
17,0,jodo
36,1,jode
128,0,sierra
509,1,luna
59,0,molina
1,0,jonko
73,1,nancy
1,0,marijana
3,0,ginch
117,0,blacks
15,0,reata
1,0,spaceme
808,0,hick
2,0,noatak
1,0,pendu
31,0,sial
42,0,siam
4,0,penas
60,0,sida
3,0,platz
1,1,escoria
4,0,wuss
10,0,thebutt
12,0,itaka
246,1,high
8,0,langley
5,1,canuto
3,0,sify
4,0,bunda
1,1,rodada
4,0,keizer
2,0,gauner
2,1,bismarck
6,0,leeds
1,0,dokata
19,0,wilkin
1,0,consolo
1,0,siht
25,0,benson
2,0,pener
9,0,jood
1,0,subnormal
1,0,hütte
1,0,chonga
2,0,sikh
63,0,upper
1,0,heineken
1,0,pulaski
2,0,lechero
5,0,breva
9,0,vienna
2,0,nugga
2,0,chongo
24,1,hijo
2,0,palooka
83,1,jota
1,0,pinedale
82,0,simi
4,0,fourty
5,0,stoned
70,1,himo
167,1,wayne
1,0,chones
3,0,flaite
14,0,stoner
21,0,stones
3,0,kryb
9,0,thornton
57,0,kryp
2,0,conard
14,0,joto
94,0,donkey
1,0,bakala
1,0,pimmel
9,0,heredia
15,0,guadalupe
2,0,oakman
4,0,ariola
8,0,tosse
3,0,cocain
2,0,quicky
3,0,carefree
10,0,pelican
1,0,puñeta
